"No.","Time","Source","Destination","Protocol","Length","Info"
"323","17.960295","20.189.173.22","192.168.43.92","TCP","1454","443  >  3141 [ACK] Seq=2801 Ack=216 Win=524544 Len=1400 [TCP segment of a reassembled PDU]"
"324","17.960832","20.189.173.22","192.168.43.92","TLSv1.2","338","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"325","17.960876","192.168.43.92","20.189.173.22","TCP","54","3141  >  443 [ACK] Seq=216 Ack=4485 Win=65792 Len=0"
"326","17.966111","192.168.43.92","20.189.173.22","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"327","18.039031","40.126.24.149","192.168.43.92","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"328","18.040292","192.168.43.92","40.126.24.149","TLSv1.2","309","Application Data"
"329","18.040489","192.168.43.92","40.126.24.149","TCP","1454","3139  >  443 [ACK] Seq=702 Ack=4008 Win=523776 Len=1400 [TCP segment of a reassembled PDU]"
"330","18.040489","192.168.43.92","40.126.24.149","TCP","1454","3139  >  443 [ACK] Seq=2102 Ack=4008 Win=523776 Len=1400 [TCP segment of a reassembled PDU]"
"331","18.040489","192.168.43.92","40.126.24.149","TCP","1454","3139  >  443 [ACK] Seq=3502 Ack=4008 Win=523776 Len=1400 [TCP segment of a reassembled PDU]"
"332","18.040489","192.168.43.92","40.126.24.149","TLSv1.2","634","Application Data"
"333","18.105691","40.126.24.149","192.168.43.92","TCP","66","[TCP Dup ACK 327#1] 443  >  3139 [ACK] Seq=4008 Ack=447 Win=12582656 Len=0 SLE=289 SRE=447"
"334","18.163139","192.168.43.92","40.126.24.81","TCP","212","[TCP Retransmission] 3140  >  443 [PSH, ACK] Seq=230 Ack=3957 Win=64512 Len=158"
"335","18.203468","192.168.43.92","192.168.43.209","DNS","78","Standard query 0x8332 A gameplay.intel.com"
"336","18.223042","40.126.24.149","192.168.43.92","TCP","54","443  >  3139 [ACK] Seq=4008 Ack=2102 Win=12583168 Len=0"
"337","18.230264","20.189.173.22","192.168.43.92","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"338","18.254971","192.168.43.92","34.117.65.55","TCP","55","[TCP Keep-Alive] 4409  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"339","18.265871","192.168.43.92","20.189.173.22","TLSv1.2","259","Application Data"
"340","18.266169","192.168.43.92","20.189.173.22","TCP","1454","3141  >  443 [ACK] Seq=579 Ack=4536 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"
"341","18.266169","192.168.43.92","20.189.173.22","TCP","1454","3141  >  443 [ACK] Seq=1979 Ack=4536 Win=65536 Len=1400 [TCP segment of a reassembled PDU]"
"342","18.582942","192.168.43.92","40.126.24.149","TCP","1454","[TCP Retransmission] 3139  >  443 [PSH, ACK] Seq=4082 Ack=4008 Win=523776 Len=1400"
"343","18.663246","192.168.43.92","40.126.24.81","TCP","212","[TCP Retransmission] 3140  >  443 [PSH, ACK] Seq=230 Ack=3957 Win=64512 Len=158"
"344","18.786962","40.126.24.81","192.168.43.92","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"345","18.787713","192.168.43.92","40.126.24.81","TLSv1.2","309","Application Data"
"346","18.800974","192.168.43.92","190.92.127.164","TLSv1.2","194","Application Data"
"347","18.844893","192.168.43.92","20.189.173.22","TLSv1.2","1454","Application Data"
"348","18.856262","190.92.127.164","192.168.43.92","TCP","54","443  >  2324 [ACK] Seq=31004 Ack=2536 Win=43 Len=0"
"349","18.863857","40.126.24.81","192.168.43.92","TCP","66","[TCP Dup ACK 344#1] 443  >  3140 [ACK] Seq=4008 Ack=388 Win=4193792 Len=0 SLE=230 SRE=388"
"350","18.928360","190.92.127.164","192.168.43.92","TLSv1.2","1337","Application Data"
"351","18.968040","192.168.43.92","40.126.24.149","TCP","1454","[TCP Retransmission] 3139  >  443 [ACK] Seq=2102 Ack=4008 Win=523776 Len=1400"
"352","18.968107","192.168.43.92","190.92.127.164","TCP","54","2324  >  443 [ACK] Seq=2536 Ack=32287 Win=252 Len=0"
"353","19.016594","40.126.24.81","192.168.43.92","TCP","54","443  >  3140 [ACK] Seq=4008 Ack=643 Win=4193536 Len=0"
"354","19.016630","192.168.43.92","40.126.24.81","TCP","1454","3140  >  443 [ACK] Seq=643 Ack=4008 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"355","19.165758","40.126.24.149","192.168.43.92","TCP","54","443  >  3139 [ACK] Seq=4008 Ack=5482 Win=12583168 Len=0"
"356","19.176921","20.189.173.22","192.168.43.92","TCP","54","443  >  3141 [ACK] Seq=4536 Ack=4779 Win=524800 Len=0"
"357","19.176990","192.168.43.92","20.189.173.22","TLSv1.2","465","Application Data"
"358","19.196089","40.126.24.149","192.168.43.92","TLSv1.2","1454","[TCP Previous segment not captured] , Ignored Unknown Record"
"359","19.196142","192.168.43.92","40.126.24.149","TCP","66","[TCP Dup ACK 328#1] 3139  >  443 [ACK] Seq=5482 Ack=4008 Win=523776 Len=0 SLE=6808 SRE=8208"
"360","19.198283","40.126.24.149","192.168.43.92","TLSv1.2","1454","Ignored Unknown Record"
"361","19.198283","40.126.24.149","192.168.43.92","TLSv1.2","1454","Ignored Unknown Record"
"362","19.198283","40.126.24.149","192.168.43.92","TLSv1.2","1454","Ignored Unknown Record"
"363","19.198341","192.168.43.92","40.126.24.149","TCP","66","[TCP Dup ACK 328#2] 3139  >  443 [ACK] Seq=5482 Ack=4008 Win=523776 Len=0 SLE=6808 SRE=9608"
"364","19.198419","192.168.43.92","40.126.24.149","TCP","66","[TCP Dup ACK 328#3] 3139  >  443 [ACK] Seq=5482 Ack=4008 Win=523776 Len=0 SLE=6808 SRE=11008"
"365","19.198470","192.168.43.92","40.126.24.149","TCP","66","[TCP Dup ACK 328#4] 3139  >  443 [ACK] Seq=5482 Ack=4008 Win=523776 Len=0 SLE=6808 SRE=12408"
"366","19.273038","192.168.43.92","34.117.65.55","TCP","55","[TCP Keep-Alive] 4409  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"367","19.482989","192.168.43.92","40.126.24.81","TCP","1454","[TCP Retransmission] 3140  >  443 [ACK] Seq=643 Ack=4008 Win=64512 Len=1400"
"368","19.487061","20.189.173.22","192.168.43.92","TLSv1.2","819","Application Data"
"369","19.487805","192.168.43.92","20.189.173.22","TCP","54","3141  >  443 [FIN, ACK] Seq=5190 Ack=5301 Win=64768 Len=0"
"370","19.555264","40.126.24.149","192.168.43.92","TLSv1.2","1454","[TCP Previous segment not captured] , Ignored Unknown Record"
"371","19.555307","192.168.43.92","40.126.24.149","TCP","74","[TCP Dup ACK 328#5] 3139  >  443 [ACK] Seq=5482 Ack=4008 Win=523776 Len=0 SLE=14811 SRE=16211 SLE=6808 SRE=12408"
"372","19.672679","40.126.24.81","192.168.43.92","TCP","66","443  >  3140 [ACK] Seq=4008 Ack=2043 Win=4194304 Len=0 SLE=643 SRE=2043"
"373","19.672763","192.168.43.92","40.126.24.81","TCP","1454","3140  >  443 [ACK] Seq=2043 Ack=4008 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"374","19.672763","192.168.43.92","40.126.24.81","TCP","1454","3140  >  443 [ACK] Seq=3443 Ack=4008 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"375","19.748121","192.168.43.92","40.126.24.81","TCP","66","3142  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"376","19.763786","20.189.173.22","192.168.43.92","TCP","54","443  >  3141 [FIN, ACK] Seq=5301 Ack=5191 Win=524544 Len=0"
"377","19.763931","192.168.43.92","20.189.173.22","TCP","54","3141  >  443 [ACK] Seq=5191 Ack=5302 Win=64768 Len=0"
"378","19.856767","40.126.24.81","192.168.43.92","TCP","54","443  >  3140 [ACK] Seq=4008 Ack=4843 Win=4194304 Len=0"
"379","19.856884","192.168.43.92","40.126.24.81","TLSv1.2","553","Application Data"
"380","19.948538","40.126.24.149","192.168.43.92","TCP","1454","[TCP Retransmission] 443  >  3139 [ACK] Seq=4008 Ack=5482 Win=12583168 Len=1400"
"381","19.948645","192.168.43.92","40.126.24.149","TCP","74","3139  >  443 [ACK] Seq=5482 Ack=5408 Win=524800 Len=0 SLE=14811 SRE=16211 SLE=6808 SRE=12408"
"382","19.966979","40.126.24.81","192.168.43.92","TCP","66","443  >  3142 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"383","19.967140","192.168.43.92","40.126.24.81","TCP","54","3142  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"384","19.969275","192.168.43.92","40.126.24.81","TLSv1.2","283","Client Hello"
"385","20.065247","40.126.24.81","192.168.43.92","TCP","1454","443  >  3140 [ACK] Seq=4008 Ack=5342 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"386","20.065247","40.126.24.81","192.168.43.92","TCP","1454","443  >  3140 [ACK] Seq=5408 Ack=5342 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"387","20.065247","40.126.24.81","192.168.43.92","TCP","1454","443  >  3140 [ACK] Seq=6808 Ack=5342 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"388","20.065247","40.126.24.81","192.168.43.92","TCP","1454","443  >  3140 [ACK] Seq=8208 Ack=5342 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"389","20.065438","192.168.43.92","40.126.24.81","TCP","54","3140  >  443 [ACK] Seq=5342 Ack=9608 Win=65792 Len=0"
"390","20.065659","40.126.24.81","192.168.43.92","TCP","1454","[TCP Previous segment not captured] 443  >  3140 [ACK] Seq=12408 Ack=5342 Win=4193792 Len=1400 [TCP segment of a reassembled PDU]"
"391","20.065738","192.168.43.92","40.126.24.81","TCP","66","[TCP Dup ACK 389#1] 3140  >  443 [ACK] Seq=5342 Ack=9608 Win=65792 Len=0 SLE=12408 SRE=13808"
"392","20.069381","40.126.24.81","192.168.43.92","TCP","329","[TCP Previous segment not captured] 443  >  3140 [FIN, PSH, ACK] Seq=15208 Ack=5342 Win=4193792 Len=275 [TCP segment of a reassembled PDU]"
"393","20.069465","192.168.43.92","40.126.24.81","TCP","74","[TCP Dup ACK 389#2] 3140  >  443 [ACK] Seq=5342 Ack=9608 Win=65792 Len=0 SLE=15208 SRE=15483 SLE=12408 SRE=13808"
"394","20.164135","40.126.24.81","192.168.43.92","TCP","1454","443  >  3142 [ACK] Seq=1 Ack=230 Win=4194048 Len=1400 [TCP segment of a reassembled PDU]"
"395","20.164353","40.126.24.81","192.168.43.92","TCP","1454","443  >  3142 [ACK] Seq=1401 Ack=230 Win=4194048 Len=1400 [TCP segment of a reassembled PDU]"
"396","20.164494","192.168.43.92","40.126.24.81","TCP","54","3142  >  443 [ACK] Seq=230 Ack=2801 Win=65792 Len=0"
"397","20.165034","40.126.24.81","192.168.43.92","TLSv1.2","1210","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"398","20.175142","192.168.43.92","40.126.24.81","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"399","20.223460","192.168.43.92","192.168.43.209","DNS","78","Standard query 0x8332 A gameplay.intel.com"
"400","20.283220","192.168.43.92","34.117.65.55","TCP","55","[TCP Keep-Alive] 4409  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"401","20.295267","40.126.24.81","192.168.43.92","TCP","1454","[TCP Retransmission] 443  >  3140 [ACK] Seq=9608 Ack=5342 Win=4193792 Len=1400"
"402","20.295373","192.168.43.92","40.126.24.81","TCP","74","3140  >  443 [ACK] Seq=5342 Ack=11008 Win=65792 Len=0 SLE=15208 SRE=15483 SLE=12408 SRE=13808"
"403","20.295588","40.126.24.81","192.168.43.92","TCP","1454","[TCP Retransmission] 443  >  3140 [ACK] Seq=11008 Ack=5342 Win=4193792 Len=1400"
"404","20.295724","192.168.43.92","40.126.24.81","TCP","66","3140  >  443 [ACK] Seq=5342 Ack=13808 Win=65792 Len=0 SLE=15208 SRE=15483"
"405","20.295926","40.126.24.81","192.168.43.92","TCP","1454","[TCP Retransmission] 443  >  3140 [ACK] Seq=13808 Ack=5342 Win=4193792 Len=1400"
"406","20.296052","192.168.43.92","40.126.24.81","TCP","54","3140  >  443 [ACK] Seq=5342 Ack=15484 Win=65792 Len=0"
"407","20.296602","192.168.43.92","40.126.24.81","TLSv1.2","85","Encrypted Alert"
"408","20.296734","192.168.43.92","40.126.24.81","TCP","54","3140  >  443 [FIN, ACK] Seq=5373 Ack=15484 Win=65792 Len=0"
"409","20.344746","40.126.24.81","192.168.43.92","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"410","20.345736","192.168.43.92","40.126.24.81","TLSv1.2","309","Application Data"
"411","20.345902","192.168.43.92","40.126.24.81","TCP","1454","3142  >  443 [ACK] Seq=643 Ack=4008 Win=64512 Len=1400"
"412","20.345902","192.168.43.92","40.126.24.81","TCP","1454","3142  >  443 [ACK] Seq=2043 Ack=4008 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"413","20.345902","192.168.43.92","40.126.24.81","TCP","1454","3142  >  443 [ACK] Seq=3443 Ack=4008 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"414","20.345902","192.168.43.92","40.126.24.81","TCP","576","3142  >  443 [PSH, ACK] Seq=4843 Ack=4008 Win=64512 Len=522 [TCP segment of a reassembled PDU]"
"415","20.477428","40.126.24.81","192.168.43.92","TCP","54","443  >  3140 [ACK] Seq=15484 Ack=5374 Win=4193792 Len=0"
"416","20.534088","40.126.24.149","192.168.43.92","TCP","1454","[TCP Retransmission] 443  >  3139 [ACK] Seq=5408 Ack=5482 Win=12583168 Len=1400"
"417","20.534238","192.168.43.92","40.126.24.149","TCP","66","3139  >  443 [ACK] Seq=5482 Ack=12408 Win=524800 Len=0 SLE=14811 SRE=16211"
"418","20.542387","40.126.24.81","192.168.43.92","TCP","66","[TCP Dup ACK 409#1] 443  >  3142 [ACK] Seq=4008 Ack=388 Win=4193792 Len=0 SLE=2043 SRE=3443"
"419","20.543391","40.126.24.81","192.168.43.92","TCP","66","[TCP Dup ACK 409#2] 443  >  3142 [ACK] Seq=4008 Ack=388 Win=4193792 Len=0 SLE=2043 SRE=4843"
"420","20.543626","40.126.24.81","192.168.43.92","TCP","66","[TCP Dup ACK 409#3] 443  >  3142 [ACK] Seq=4008 Ack=388 Win=4193792 Len=0 SLE=2043 SRE=5365"
"421","20.543758","192.168.43.92","40.126.24.81","TLSv1.2","1454","[TCP Fast Retransmission] , Application Data"
"422","20.737736","192.168.43.92","192.168.43.209","DNS","82","Standard query 0x2f63 A client.wns.windows.com"
"423","20.790094","192.168.43.209","192.168.43.92","DNS","299","Standard query response 0x2f63 A client.wns.windows.com CNAME wns.notify.trafficmanager.net A 52.226.139.121 NS tm2.edgedns-tm.info NS tm1.dns-tm.com NS tm2.dns-tm.com NS tm1.edgedns-tm.info A 13.107.222.240 A 13.107.206.240 A 150.171.10.240 A 150.171.16.240"
"424","20.795114","192.168.43.92","52.226.139.121","TCP","66","3143  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"425","21.034098","52.226.139.121","192.168.43.92","TCP","66","443  >  3143 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1400 WS=1 SACK_PERM"
"426","21.034321","192.168.43.92","52.226.139.121","TCP","54","3143  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"427","21.041906","192.168.43.92","52.226.139.121","TLSv1.2","238","Client Hello"
"428","21.063224","192.168.43.92","40.126.24.81","TCP","1454","[TCP Retransmission] 3142  >  443 [PSH, ACK] Seq=388 Ack=4008 Win=64512 Len=1400"
"429","21.110485","40.126.24.149","192.168.43.92","TCP","1454","[TCP Retransmission] 443  >  3139 [ACK] Seq=12408 Ack=5482 Win=12583168 Len=1400"
"430","21.110584","192.168.43.92","40.126.24.149","TCP","66","3139  >  443 [ACK] Seq=5482 Ack=13808 Win=524800 Len=0 SLE=14811 SRE=16211"
"431","21.266879","40.126.24.81","192.168.43.92","TCP","74","443  >  3142 [ACK] Seq=4008 Ack=1788 Win=4194304 Len=0 SLE=388 SRE=1788 SLE=2043 SRE=5365"
"432","21.266943","192.168.43.92","40.126.24.81","TCP","1454","[TCP Retransmission] 3142  >  443 [ACK] Seq=1788 Ack=4008 Win=64512 Len=1400"
"433","21.283157","192.168.43.92","34.117.65.55","TCP","55","[TCP Keep-Alive] 4409  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"434","21.437196","40.126.24.81","192.168.43.92","TCP","66","443  >  3142 [ACK] Seq=4008 Ack=5365 Win=4194304 Len=0 SLE=2043 SRE=3188"
"435","21.468337","40.126.24.81","192.168.43.92","TCP","1454","443  >  3142 [ACK] Seq=4008 Ack=5365 Win=4194304 Len=1400 [TCP segment of a reassembled PDU]"
"436","21.468337","40.126.24.81","192.168.43.92","TCP","1454","443  >  3142 [ACK] Seq=5408 Ack=5365 Win=4194304 Len=1400 [TCP segment of a reassembled PDU]"
"437","21.468434","192.168.43.92","40.126.24.81","TCP","54","3142  >  443 [ACK] Seq=5365 Ack=6808 Win=65792 Len=0"
"438","21.468580","40.126.24.81","192.168.43.92","TCP","1454","[TCP Previous segment not captured] 443  >  3142 [ACK] Seq=12408 Ack=5365 Win=4194304 Len=1400 [TCP segment of a reassembled PDU]"
"439","21.468624","192.168.43.92","40.126.24.81","TCP","66","[TCP Dup ACK 437#1] 3142  >  443 [ACK] Seq=5365 Ack=6808 Win=65792 Len=0 SLE=12408 SRE=13808"
"440","21.602998","192.168.43.92","52.226.139.121","TCP","238","[TCP Retransmission] 3143  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65792 Len=184"
"441","21.860689","52.226.139.121","192.168.43.92","TCP","1454","443  >  3143 [ACK] Seq=1 Ack=185 Win=8008 Len=1400 [TCP segment of a reassembled PDU]"
